id,Tweet_english,Cos_Sim
477,justin  maharashtra reports  new covid cases ,2
478,doctors say they are seeing a spike in cases among young adults and children as the highly contagious delta variant ,2
479,"tokyo paralympics will be held between  august and  september with the shadow of covid still looming large

",2
480,covid is not the reason for the declining indian economy but it is because of the bad policy subramanian swamy ,2
481,zydus cadilas needlefree vaccine gets emergency nod faq answered for yrolds  and their parents ,2
482,"covid pandemic has made early detection of lung cancer a challenge

",2
483,"delhi records  new cases  the lowest since april  

",2
484,"indiaafghan trade dry fruit price unlikely to rise too soon to predict future says fieo dg

",2
485," of indias children are vulnerable because of no vaccines yet

 heres how zydus cadilas new plasma vaccine w ",2
486,live  uttar pradesh cm yogi adityanath addresses media on the death of former state cm kalyan singh ,2
487,india does not have enough data on the need for a third covid vaccine shot also known as a booster shot to inc ,2
488,bjp national spokesperson gopalkagarwal speaks on covid second wave mismanagement and how up government handle ,2
489,big vaccine boost for india  zydus cadilas covid vaccine zycovd got approval for emergency use authorisation ,2
490,centre is fully ready to tackle a possible third wave of covid and a provision of rs  crore has been made ,2
491,"breaking  no dahi handi in maharashtra after cms appeal as covid dampens festive fervour

vinivdvc shares d ",2
492,"breaking  india reports   covid cases in the last  hours

runjhunsharmas shares details ",2
493,as per the report brandon said that she believes her sons would not have died if they had gotten their vaccine sho ,2
494,"irans previous daily record for covid deaths was recorded august 

",2
495,the group headed by niti aayog member v k paul suggested preparing  hospitalisations for every  positive cases ,2
496,the keralamodel of pandemic management is broken several months later  of indias covid caseload continues to ,2
497,national technical advisory group on immunization to hold meeting this week to introduce zycovd in the covid  im ,2
498,kerala recorded  new covid cases in the last  hours the state also registered the highest toll on tuesd ,2
499,amicus appointed by supreme court tells the court that the process of trial against pending criminal cases against ,2
500,covid in india may be entering some kind of stage of endemicity where there is low or moderate level of transm ,2
501,"indias hour covid tally at  after kerala records a month high of over  cases

neethureghu sh ",2
502,"india reports  new covid cases in the last  hours

live updates  ",2
503,breaking  india has reported  new covid cases in the last  hours with kerala as the epicentre with ove ,2
504,"india reports  new covid cases in the last  hours

live updates  ",2
505,dbtbirac supported nations first mrnabased vaccine found to be safe gets a nod from dcgi to move into phase ii ,2
506,"indiavsislamisthate  talibantakeover death squads are on the prowl 
armed with lmgs amp kalashnikovs critics to ",2
507,newsalert  govt of india to procure  cr covid vaccines in september  cr doses to be administered in october ,2
508,"report  india logs  covid cases  fresh fatalities

",2
509,report approval for worlds first dnabased zycovd vaccine testimony to innovative zeal of indias scientists ,2
510,"uk regulator approves first drug designed to fight and prevent covid 

",2
511,"zydus cadilas covid vaccine zycovd gets emergency approval to be administered to children adults

",2
512,"dhanbad adj death case police constable suspended for dereliction of duty

",2
513,"sex worker stabbed to death by man at gurugram hotel case lodged

",2
514,"hindu festivals should not be put under covid or any restrictions karnataka bjp mla

",2
515,newsalert  karnataka  bjp mla reportedly threatens to flout covid regulations in a public meeting in vijayapu ,2
516,"mumbai after twoday suspension due to shortage covid vaccination drive resumes in city

",2
517,newsalert  union health minister mansukmandaviya announces free oral polio vaccine for all afghan returnees ,2
518,"set aside festivals for a while maha cm to dahi handi organisers amid covid pandemic

",2
519,newsalert  westbengal cm mamatabanerjee says the covid situation in the state is under control election com ,2
520,kalyan singhs death will leave a major impact on the politics of uttar pradesh kalyan singh was a tall leader and ,2
521,"third wave of covid could peak around october mha panel tells pmo warns of inadequate infra for children

",2
522,"third wave of covid could peak around october mha panel tells pmo warns of inadequate infra for children

",2
523,bjp lawmaker from karnataka warns against imposing curbs on hindu festivals amid looming threat of third covid wav ,2
524,bjp lawmaker from karnataka warns against imposing curbs on hindu festivals amid looming threat of third covid wav ,2
525,politics erupts over the death of former up cm kalyansingh  bjp brings in hindutva amp questions shivsenas si ,2
526,the kerala model of pandemic management is broken several months later  of indias covid caseload continues ,2
527,"amu vice chancellor slammed for condoling the death of kalyan singh posters call his act unforgiving crime

",2
528,newsalert  bihar cm nitishkumar relaxes covid curbs shops shopping malls parks to reopen ,2
529,after vice chancellor condoles kalyansinghs death posters have been put up in amu campus against vc saying it ,2
530,"covid deltaplusvariant cases in maharashtra rise to  after  new infections reported

",2
531,breaking  after vice chancellor condoles kalyansinghs death posters have been put up in amu campus against vc ,2
532,taliban kill exnds officer his brother amp father accuse him of being part of isisk ,1
533,the taliban have ordered shop owners in western afghanistan to cut the heads off mannequins but why find out here ,1
534,"taliban fighters firing into air at kabul airport to disperse crowds

track live updates on afghanistan crisis h ",1
535,with taliban as the dominant force in afghanistan sources say pakistanbased terror groups like let are making a ,1
536,"who has warned against interruptions in humanitarian aid to talibanruled afghanistan

",1
537,"ashraf ghani who fled afghanistan amid a taliban takeover is in the uae

",1
538,womens rights will be protected within the framework of islam say taliban leaders promising a strong islamic r ,1
539,at least three people were reportedly killed in jalalabad during the citys protests against the taliban banner rep ,1
540,breaking  former afghan president ashraf ghani and his family are in the united arab emirates on humanitarian gro ,1
541,inpics  as the us pulls out of afghanistan amid largescale chaos a new report has shed light on how there was ,1
542,"will taliban sever its ties with alqaeda who will take over the leadership of the militant group

wions ",1
543,"afghanistan female tv anchors defy taliban by continuing to present on news channel

",1
544,"taliban spokesperson zabiullah mujahid was in touch with journalists around the world for more than a decade 

but ",1
545,as afghanistan journalists document the fall of their nation some female journalists are focusing on destroying t ,1
546,the taliban open fire on the demonstrators who took to the streets asking that the afghan flag be reinstalled on g ,1
547,afghan embassy in tajikistan replaces pictures of ashraf ghani with amrullah saleh after the latter declared hims ,1
548,"taliban costrongman returns to afghanistan

mullah baradar returns after over a decade

man who led the taliban t ",1
549,heres all you need to know about talibans mullah abdul ghani baradar who is likely to be declared as afghanistan ,1
550,girls wearing white hijabs and black tunics crammed into classrooms in the western afghan city of herat just days a ,1
551,this yearold athlete would have been the first woman ever to represent afghanistan at the paralympics but now ,1
552,"live  afghanistan crisis people protest urging the taliban not to change the national flag

",1
553,the taliban have won the national and international communities need to find a way to work with those sitting in ,1
554,with the taliban emerging as the dominant force in afghanistan as per the sources pakistanbased terror groups l ,1
555,in an unprecedented discussion a female presenter interviewed a taliban spokesperson on an afghanistan television ,1
556,live  britain has evacuated more than  afghans since the taliban takeover prime minister boris johnson told ,1
557,live  uk parliament debates afghan crisis ,1
558,"inpics  taliban representative anas haqqani met with dr abdullah and hamid karzai in kabul 

afghanistan ",1
559,live  we are doubling the humanitarian assistance to afghanistan as decided earlier this year says british pm ,1
560,"live  afghanistan crisis we are proud to bring brave afghans to uk says pm borisjohnson 

",1
561,live  we also have an enduring commitment to all the afghan people and we must now more than ever affirm to that ,1
562,as the taliban consolidated its position in kabul the group said its leaders and cofounder mullah abdul ghani ba ,1
563,"inpics  times have changed pictures of afghan women before taliban rule go viral

",1
564,"live  afghanistan crisis taliban leader mullah baradar returns to kandahar

",1
565,"inpics  how us strategy crumbled in afghanistan as joe bidens approval ratings dive

",1
566,i joined because of jihad we want to implement sharia in afghanistan says a kabul university studentturned tal ,1
567,afghan athlete zakia khudadadi has made an emotional plea and urged the global institutions for the protection of w ,1
568,the world agrees that the united states miscalculated the aftermath of troop withdrawal from afghanistan taliban ,1
569,as taliban races to restore normalcy in kabul a sense of uncertainty prevails on the afghanistan capitals stre ,1
570,the talibans rapid takeover of afghanistan poses challenges for multiple major social media and messaging platform ,1
571,as the taliban seized control in afghanistan the second aircraft from kabul consisting of several indian diplomat ,1
572,the taliban held their first news conference since taking control of afghanistan the press conference was held in ,1
573,live  taliban fighters patrol in a pickup along a road past a poster of ousted afghan president ashraf ghani in k ,1
574,a defiant joe biden defended his decision to hastily pull out american troops from afghanistan the us president sh ,1
575,the taliban are racing to restore normalcy in kabul asking the government staff to return back to work but on t ,1
576,us president joebiden spoke with british prime minister borisjohnson on the situation in afghanistan and they ag ,1
577,"live  a lufthansa flight carrying evacuees from afghanistan landed at frankfurt airport

",1
578,with the taliban emerging as the dominant force in afghanistan including capital kabul according to indian assess ,1
579,india aims to give visas to afghan officials who worked for india members of the civil society and journalists ,1
580,"taliban promises safe passage

us officials have said that they are in contact with taliban commanders and maki ",1
581,with the fall of kabul in the hands of the taliban indias biggest focus was to bring back its diplomatic officia ,1
582,"as the taliban seize power in afghanistan wions anasmallick travels to the heart of the conflict 

watch our c ",1
583,afghans make desperate and fatal bids to escape as the taliban lay down the law and patrol the streets in kabul ,1
584,the taliban is beating the drum of victory by having a gala time they were seen swirling on spinning wheels jumpi ,1
585,live  as the taliban consolidated their hold over kabul international evacuations from the afghan capital resum ,1
586,"will such images of happy women in afghanistan be a thing of the past

",1
587,"the taliban pledged to respect womens rights forgive those who opposed them and assure a secure afghanistan

",1
588,inpics  heres a look at how afghanistan changed in a matter of days as taliban took over the south asian coun ,1
589,"inpics  inside pictures of plane at kabul airport as afghans battle to flee taliban

",1
590,inpics  take a look at some of these striking images and the main developments since taliban fighters took kabul ,1
591,gravitas  a defiant joebiden defended his decision to hastily pull out american troops from afghanistan the us ,1
592,gravitas  russia says kabul is safer under the taliban pakistan says afghans have broken the shackles of slave ,1
593,gravitas  the women of afghanistan are fearing the worst under the talibans rule girls are afraid they wont b ,1
594,gravitas  the taliban is beating the drum of victory by having a gala time they were seen swirling on spinning ,1
595,"taliban failed to convert me

the caretaker of kabuls only synagogue afghanistans last jew decides to stay on ",1
596,gravitas  the taliban is now gearing up to install a government but amrullahsaleh wants to challenge the tal ,1
597,inpics  take a look at some of these striking images and the main developments since taliban fighters took kabul ,1
598,in the last  years afghan women have built a career in news media the talibans return threatens their hardea ,1
599,"taliban spokesman zabihullah mujahid says the group seeks no revenge from anyone

in its first press conference si ",1
600,as the taliban gain control of afghanistan amrullahsaleh the countrys first vice president has declared hims ,1
601,"afghanistan female tv anchors defy taliban by continuing to present on news channel

",1
602,from satellite images of afghans gathering at the kabul airport to former indian cricketers lauding viratkohlile ,1
603,from taliban softening stance on women to haiti struggling with earthquake and storm heres a roundup of toda ,1
604,the talibans rule is a little shot of a nightmare for the afghan diaspora across the world many havent been abl ,1
605,"on gravitas

 taliban speaks out for the first time after takeover 

 inside the islamic emirate a wion gro ",1
606,in  we had brought narcotics production to zero we will do that from now on afghanistan will be a narcotics ,1
607,nepal  at least  nepalis and  indians have been evacuated from afghanistan and have landed in kathmandu all ,1
608,"taliban spokesman zabihullah mujahid says the group is committed to provide women their rights based on islam

w ",1
609,"inpics  over the years many artists have shown the critical situation of afghanistan through cinema

here are ",1
610,with shocking visuals coming from the landlocked nationof people trying to flee taliban rulewhat will happen to a ,1
611,this yearold athlete from herat would have been the first woman ever to represent afghanistan at the paralympi ,1
612,kabul has fallen and most of afghanistan is under the talibans control thousands of afghans are making despera ,1
613,international committee of the red cross icrc says more than  wounded during afghanistan fighting have bee ,1
614,taliban members have been ordered at all levels to ensure that we dont disrespect any countrys presence in afgha ,1
615,afghanistan  the taliban are racing to restore some form of normalcy in kabul asking the government staff to r ,1
616,"wion brings you the biggest global voices as the taliban take over afghanistan

watch analyst fariah saidi  ",1
617,uzbekistans foreign ministry officials say they are in discussions with the taliban over issues of ensuring the p ,1
618,"kabulairport is on edge 
as us uk amp france militaries continue the evacuation process distressing scenes are ",1
619,desperation is growing in afghanistan with  million people living in fear many are willing to leave everything ,1
620,"taliban retakes afghanistan
us races to evacuate americans and allies
why did a superpower fail
americas list ",1
621,"inpics   armed but holy first friday prayers under taliban rule

as the taliban took control over ",1
622,the taliban reportedly raided the shuttered indian consulates in kandahar and herat two days ago seizing docume ,1
623,joebiden speaks about the effort to evacuate american people and afghan friends from afghanistan in the face of t ,1
624,inpics  as the taliban took control over afghanistan the friday prayers looked very different fir the first tim ,1
625,inpics  here are some of the striking images and the main developments since the taliban took kabul confirming t ,1
626,inpics  some women in afghanistan are standing up against the inhumane treatment by the taliban even though the ,1
627,inpics  over the years when british as well as the us troops were maintaining law and order in afghanistan man ,1
628,inpics  as taliban took over afghanistan and decided to implement the sharia law also known as the islamic law ,1
629,the taliban reportedly raided the shuttered indian consulates in kandahar and herat two days ago seizing document ,1
630,the us and nato military invaded afghanistan  years ago the most mighty force on the planet aimed to expel bo ,1
631,west asia is closely monitoring the developments in afghanistan questioning the reliability of the us as a partne ,1
632,"this week on the westasiapost with ghadifrancis 

 what will the taliban mean for westasia

 lebanons fuel ",1
633,the taliban called on afghanistans imams to urge unity when they hold their first friday prayers since the islam ,1
634,gravitas  afghan women are on the frontlines challenging the talibans repressive rule from organising protest ,1
635,gravitas  americas billiondollar war chest has been captured by the taliban reports say these weapons are bei ,1
636,gravitas  thousands of afghan refugees crowded outside the kabul airport hoping for safe passage american soldi ,1
637,gravitas  the taliban are carrying out doortodoor searches and hunting for those afghans who worked with the u ,1
638,gravitas  a terror regrouping is underway in kabul terrorists of all hues are trying to make the fallen capital ,1
639,gravitas  the taliban is now sitting on minerals worth  trillion spread across afghanistan a  pentagon r ,1
640,do not leave afghan people in hard timedo not leave afghans with terrorism and extremism the women of ,1
641,islamic state has claimed that the taliban in afghanistan are fake jihadists and that the group is collaborating ,1
642,we want to show the taliban the new face of afghanistan and its people indicating that we have changed and they ha ,1
643,hizbul mujahideens chief syed salahuddin has released an audio message requesting the taliban for assistance in ,1
644,heartbreaking videos show helpless afghan women throwing their children over wired fencing to the departing soldie ,1
645,the taliban called on afghanistans imams to urge unity when they hold their first friday prayers since taliban sei ,1
646,im really upset and disturbed as to what happened to my country afghanistan can you imagine a woman giving her ,1
647,"on gravitas with palkisu

day  of taliban rule divided on democracy
role of isi in kabul takeover
chinas a ",1
648,amid the chaos gridlocked streets gunshots and panic wions anasmallick get you a ground report from kabul airp ,1
649,"live  on thewestasiapost with ghadifrancis

 what the taliban will mean for westasia

 lebanons fuel cri ",1
650,inpics  as the taliban took over afghanistan over the weekend the fear of women being tortured sexually assault ,1
651,afghanistan  several media watchdogs have reported incidents of afghan journalists being beaten harrased or thei ,1
652,following the takeover footage emerged showing the taliban militants riding bumper cars and merrygorounds at an ,1
653,"this week on thewestasiapost with ghadifrancis

 what the taliban will mean for westasia

 lebanons fuel c ",1
654,inpics  over the years when british as well as the us troops were maintaining law and order in afghanistan many ,1
655,"inpics  times have changed pictures of afghan women before taliban rule go viral

saveafghanwomen

",1
656,"according to eyewitnesses the taliban broke a yearold mans wrists and legs shot him and ripped his hair out

",1
657,the last time when the taliban were here they did not tell the girls to not go to school they said they are goin ,1
658,live  us diplomats sent cable in midjuly warning of potential swift taliban takeover says wsj report ,1
659,amnesty international encourages the un to pass an emergency resolution demanding that the taliban uphold interna ,1
660,taliban spokesman zabihullahmujahid has promised that the new government would not turn afghanistan into a narc ,1
661,live  a vaticans newspaper is calling on the international community to welcome afghan civilians fleeing the ,1
662,social media giants move to protect afghans amid concerns that the taliban may use online platforms to track thei ,1
663,the talibans takeover of afghanistan has left many shaken those who survived the kabul exodus and managed to ,1
664,"chaos unfolds at kabul airport

harrowing scenes pour in

baby passed over barbed wire to soldiers

terrifying sce ",1
665,while the taliban has said that they dont have a problem with cricket the future of women cricketers in ,1
666,nato forces say that more than  people have been evacuated so far from kabul airport since the taliban to ,1
667,facebook temporarily removes the ability to search or view friend lists of users in afghanistan  facebook twitt ,1
668,afghanistan has slid into chaos and the trouble is not just political the financial implications of the taliban ,1
669,"inpics  afghani women call for help as taliban takes over the country

saveafghanwomen

",1
670,its been five days since the taliban took over kabul nato forces have said that over  people have been ev ,1
671,live  the german news organisation dw has reported that a family member of one of its journalists in afghanistan ,1
672,the taliban is intensifying a search for people who worked with the us and nato forces a confidential united natio ,1
673,the tasteless tshirts being online for  feature the slogan kabul skydiving club est  next to silhouette ,1
674,"live  videos on social media appear to show taliban fighters snatching afghanistan flag from protesters

",1
675,todayinhistory   us launches missiles on alqaeda bases in afghanistan amp a factory in sudan ,1
676,the joe biden administration has left behind  billion military hardware on a platter for the taliban american c ,1
677,live  a delegation of senior afghan leaders has warned that the taliban will not survive in government for long i ,1
678,a total of  people have been evacuated from afghanistan since the start of evacuation operations on august  ,1
679,meena asadi left afghanistan when she was  and went to pakistan where she started karate training and later repr ,1
680,a former royal marine commando paul pen farthing explained to sky news his journey to kabul airport so that he c ,1
681,several videos on social media appear to show helpless afghan women attempting to ensure the safety of their childr ,1
682,the taliban called on afghanistans imams to urge unity when they hold their first friday prayers since the islamis ,1
683,"live  afghanistan crisis nato pledges to speed evacuations as criticism mounts

",1
684,west asia is closely monitoring the developments in afghanistan questioning the reliability of the us as a partner ,1
685,just as us forces struggle with the desperate evacuation from afghanistan vice president kamala harris embarks on ,1
686,the special afghan cell of the ministry of external affairs has been working on a war footing as it receives a numb ,1
687,live  more than  people have been evacuated from kabul airport since the taliban took over the ,1
688,live  facebook twitter and linkedin said this week they had moved to secure the accounts of afghan citizens to p ,1
689,tens of thousands of people have attempted to flee afghanistan since the taliban swept into kabul and those who a ,1
690,for the us the withdrawal from afghanistan continues to get more embarrassing it is now clear that  billion u ,1
691,amid desperate scenes at the kabul airport where american forces are racing against the clock to evacuate tens of ,1
692,"at  pm on wionews with mollygambhir
ground reports from afghanistan
womens rights under growing threat
muslim n ",1
693,president joebiden has said the united states will be sending  commercial planes to expedite the evacuation proc ,1
694,"geologists have determined that afghanistan is sitting on mineral deposits worth nearly  trillion

written by ",1
695,taliban have blamed the united states for the chaotic evacuation of  foreign citizens and vulnerable afghans at ka ,1
696,amidst afghanistan crisis uks prime minister borisjohnson has called an urgent meeting of the g representatives ,1
697,the afghan taliban have extended amnesty to deposed afghanistan president ashrafghani and vice president ,1
698,russian president vladimirputin has said the ongoing affairs in afghanistan would directly impact the security si ,1
699,while nations across the world are rushing to bring back their citizens from afghanistan australia has apparently ,1
700,a nato official has said at least  people have lost their lives at kabul airport during the evacuation process t ,1
701,amid chaos triggered by talibans takeover of afghanistan evacuees finally got a reason to smile when an afghan ,1
702,forces holding out against the taliban in northern afghanistan say they have taken three districts close to the p ,1
703,thousands rallied in britain and spain to protest the takeover of afghanistan by the taliban and show solidarity ,1
704,"former afghan president ashrafghanis brother has allegedly pledged allegiance to taliban as per reports 

",1
705,equipping its fighters with army uniform and gear taliban have released a propaganda video on social media platfo ,1
706,taliban have claimed that former afghanistan president ashraf ghanis brother hashmatghani has decided to support ,1
707,"india is coordinating with various countries like us tajikistan qatar as part of its evacuation efforts 

spe ",1
708,"today marks one week since taliban took charge of kabul 

thousands have been waiting at the kabulairport amid ",1
709,"update indian citizens come home from afghanistan

sidhant in conversation with narinder singh khalsa an afghan ",1
710,austrias conservative chancellor sebastian kurz opposes taking in any more people fleeing afghanistan now that t ,1
711,equipping its fighters with us army uniform and gear taliban have released a propaganda video which appears to ,1
712,"update indian citizens come home from afghanistan 

 people have arrived in india among the evacuees is an i ",1
713,"update indians come home from afghanistan evacuation process

 nationals are still stuck in afghanistan but ",1
714,an evacuation flight from kabul landed in delhi this morning departed from tajikistan the airindia flight eff ,1
715,according to reports the taliban has banned coeducation in government and private universities in herat taliba ,1
716,as the taliban take control of afghanistan spacex founder elonmusks tweet questioning whether the taliban even ,1
717,in a bid to bring home hundreds of indiancitizens trapped in afghanistan an evacuation flight from kabul has la ,1
718,"through various destinations and flights numerous indians are set to return from afghanistan

",1
719,its been almost a week since taliban took over kabul ousting former afghan president ashrafghani and his admin ,1
720,"from black hawk choppers to armoured humvees the taliban have seized us weaponry worth billions

",1
721,inpics  as the taliban took control over afghanistan the friday prayers looked very different for the first tim ,1
722,inpics  as the taliban took over afghanistan and decided to implement the sharia law also known as the islamic l ,1
723,inpics  some women are standing up against the inhumane treatment by the taliban even though the group is claimi ,1
724,"why did america fail in afghanistan

because it was fighting the wrong enemy

america went after the taliban

bu ",1
725,"potus joebiden says nation building in afghanistan was never
americas aim

the statement of his predecessor ",1
726,as the taliban took control of afghanistan one uk citizen has decided to stay back till all of his employees and ,1
727,thousands rallied in central london  to protest the takeover of afghanistan by the taliban and show solidarity wi ,1
728,in an exclusive conversation with wions saroyahem afghan parliament member nabiullah baz said the country is in ,1
729,"from jimmy carter to ronald reagan

from george bush to barack obama

afghanistan is a collective failure of gener ",1
730,"who are the taliban

what role did america play in their formation

watch this report by palkisu to find out ",1
731,the united states has urged its citizens in afghanistan to avoid traveling to the kabul airport for now citing p ,1
732,mahboba rawi founder of nonprofit organisation mahbobas promise fears for orphans trapped in afghanistan after ,1
733,in the wake of worsening security situation at kabul airport switzerland has decided to postpone a charter flight ,1
734,the pakistan police have arrested  afghan nationals in peshawar for rioting damaging public property and shouti ,1
735,from the taliban sending government employees back to protests against covid health pass in france here are th ,1
736,after women being sent back home from their workplace turns out the taliban is sending back afghanistans governm ,1
737,from cricketer rashidkhans picture with afghanistan flag painted on his face going viral to greenland witnessin ,1
738,the american experiment on afghanistan has come to an end washington has failed to control the taliban monster it ,1
739,the taliban took over kabul almost a week ago on the th of august and since then thousands have gathered at the ,1
740,"hollywoods acclaimed actress angelinajolie makes instagram debut with powerful statement about afghanistan

",1
741,as the uk deals with the formidable challenge of evacuating people from afghanistan pm borisjohnson has now sai ,1
742,in what could be termed as an attempt to turn a blind eye towards the humanitarian crisis emerging from the taliban ,1
743,"from black hawk choppers to armoured humvees the taliban have seized us weaponry worth billions

",1
744,"taliban retakes afghanistan
us races to evacuate americans and allies
why did a superpower fail
americas list ",1
745,taliban websites that delivered all important pieces of information to the rest of the world in different language ,1
746,"the crisis in afghanistan should weigh heavily on american conscience

they helped create the taliban monster amp ha ",1
747,as a part of the ongoing efforts to ensure peace in afghanistan indias foreign minister drsjaishankar held tal ,1
748,"tonight on gravitasplus

from jimmy carter to ronald reagan

from george bush to barack obama

afghanistan is a c ",1
749,breaking  us embassy in afghanistan warns of potential security threats outside kabul airport ,1
750,the taliban has now intensified its search for people who worked for the us and nato forces according to the la ,1
751,russias ambassador to afghanistan dmitry zhirnov has said there is no alternative to taliban in afghanistan and a ,1
752,the talibans top political leader and cofounder mullahabdulghanibaradar has arrived in kabul to take on the ta ,1
753,us president joebiden revealed that washington has made a deal with the taliban according to that deal the tal ,1
754,afghanistan  abdullah abdullah hcnr chairman and former president hamid karzai met with abdul rahman mansour t ,1
755,china has been trying to cosy up with the taliban even before the group had taken over afghanistan but now the a ,1
756,"when a journalist asked if he now trusted the taliban us president joe biden said i dont trust anyone

",1
757,"amid chaos triggered by talibans takeover of afghanistan the evacuees finally got a reason to smile

an afghan m ",1
758,pia was the only commercial airline that was operating flights to and from kabul this was done to aid evacuation ,1
759,from the founder of only allgirls boarding school burning records to protect girls from the taliban to sony pull ,1
760,the g group of advanced economies is set to meet on tuesday to discuss the crisis in afghanistan british prime mi ,1
761,inpics  as taliban took over afghanistan and decided to implement the sharia law also known as the islamic law ,1
762,fear of talibans ire is driving afghan women to destroy their educational records and even online footprint ,1
763,vladimir putin criticised an idea of some western countries to relocate refugees from afghanistan to neighbouring ,1
764,"inpics  shocking images of children at kabul airport amid evacuation

",1
765,the german army said that an afghan guard was killed after german and us forces joined in a gun battle at kabul air ,1
766,in an exclusive conversation with wion afghanistans former president ashrafghanis brother hashmat ghani  ,1
767,from joe biden ordering us commercial airlines to help in afghan evacuation to egypt closing rafah crossing with ga ,1
768,from whitewashing images of women on billboards to forcing them to leave their jobs the life of afghan women has c ,1
769,in the wake of the deteriorating security situation in afghanistan india continues to bring stranded nationals bac ,1
770,britain plans to push world leaders to consider new sanctions on the taliban when the g group of advanced economie ,1
771,"dont allow terror groups to use afghan soil

the oicoci has broken its silence on the taliban takeover of ",1
772,"hundreds of mujahideen are heading towards the state of panjshir to control it

since the taliban overran afghani ",1
773,after the uk government announced seven afghans were killed near kabul airport as thousands gathered over the weeke ,1
774,"heres an indepth examination of what we know about the afghan economy and future economic prospects

",1
775,its been a week since the taliban captured kabul and afghanistans economy stares at a bleak future with no wom ,1
776,"inpics  angelina jolie to prince harry celebrities who have visited wartorn afghanistan over the years

",1
777,according to the us president at least  americans need to fly out of afghanistan along with  afghans ,1
778,the absence of women from public places has become a defining feature of the return of the taliban in afghanistan ,1
779,the takeover of afghanistan by the taliban has prompted hundreds of afghans to rush to kabul airport in an effor ,1
780,the american experiment on afghanistan has come to an end washington has failed to control the taliban monster it ,1
781,"promises made by the us triggered the refugee crisis

despite repeated assurances from the taliban frightened af ",1
782,as the taliban take control of afghanistan spacex founder elonmusk questioned whether the taliban even knows abo ,1
783,us president joebiden while speaking on the ongoing evacuation of us personnel from kabul airport said that it has ,1
784,"inpics  life under taliban in kabul and the pakistan connection 

saveafghanwomen

",1
785,"inpics  afghani women call for help as taliban takes over the country

saveafghanwomen 

",1
786,taliban has announced that it will soon form a new government in afghanistan a week after it seized control of th ,1
787,seven days after taking the taliban captured kabul leading thousands to flee the country afghanistans economy ,1
788,after taking control of kabul and several other cities of afghanistan the taliban are now headed towards the panj ,1
789,"azizullahfazli has been reappointed as afghanistan cricket boards acting chairman 

",1
790,"this week on south asia diary with marowardak

chaos confusion amp calamity at kabul airport

desperate afghans fl ",1
791,amid chaos triggered by the talibans takeover of afghanistan evacuees finally got a reason to smile when an afgh ,1
792,the absence of women from public places has become a defining feature of the return of the taliban in afghanistan ,1
793,"breaking  taliban says hundreds of fighters heading for holdout panjshir valley 

afp ",1
794,from a baby born on afghan evacuation flight to antibody test for three year olds in israel here are the top  in ,1
795,"indian air force special repatriation flight from kabul with  evacuees has landed at hindon air base 

alysonle ",1
796,from tesla ceo elon musks viral tweet on taliban to a japanese diplomat in seattle enchanting people with origami ,1
797,a senior taliban representative has  blamed the united states for the chaotic situation at kabul airport even as t ,1
798,in his first comments on afghanistan indias chief of defence staff general bipin rawat has said that taliban tak ,1
799,"donald rumsfeld architect of war in afghanistan is laid to rest

read this story from the new york times  ",1
800,indian government has decided to let people who are fleeing afghanistan after talibans takeover enter the countr ,1
801,as countries expedite the evacuation process following the taliban takeover wion is the only channel bringing grou ,1
802,"inpics  shocking images of children trapped at kabul airport amid evacuation

",1
803,a pakistani lawmaker says the taliban has promised to help pakistan in capturing kashmir meanwhile pakistani semi ,1
804,"across afghanistan there will be resistance

brother of late afghan resistance leader ahmad shah massoud former ",1
805,after talibans swift and shocking takeover of the afghanistan government how they are seen by the rest of the wor ,1
806,as countries expedite the evacuation process following the taliban takeover wion is the only channel bringing grou ,1
807,who is governing afghanistan now if you search online for the official websites the ashraf ghani administration i ,1
808,as the afghanistan turmoil continues to escalate russian foreign minister sergey lavrov has said that russia chi ,1
809,afghanistans famous pop star aryana sayeed who fled the country after taliban took over kabul has blamed pakist ,1
810,us president joebiden has said that the country is on pace to complete evacuation from afghanistan by aug  ho ,1
811,zarifa ghafari one of afghanistans first female mayors recounted the taliban looking for her at her home and ass ,1
812,the crowds continue to swell at the kabul airport even the former chief of the afghan army was seen waiting in lin ,1
813,as citizens fly out of afghanistan fearing the taliban rule wion is the only channel bringing ground reports from ,1
814,afghan refugees who lived in pakistan for decades say their hopes of returning homes have been dashed by the talib ,1
815,the taliban are reportedly killing women for cooking bad food and not wearing a burqa reports say afghan women a ,1
816,"inpics  angelina jolie to prince harry celebrities who have visited wartorn afghanistan over the years

",1
817,as countries expedite the evacuation process following the taliban takeover wion is the only channel bringing grou ,1
818,pentagon briefed media on afghan evacuation it has said that over  people were evacuated from afghanistan in ,1
819,the heads of the worlds leading democracies held an emergency meeting on afghanistan us president joebiden told ,1
820,the pace of evacuation has sped up and the scenes of fear and desperation have grown at hamid karzai international ,1
821,amid rumours of forming a new government the taliban held their second press conference since capturing kabul in ,1
822,from vietnam to iraq and now afghanistan joe bidens career is a series of foreign policy flops the us president ,1
823,the taliban said they would not agree to an extension of a looming deadline to evacuate afghans from kabul airport ,1
824,president joebiden has informed g leaders that the us mission in kabul is on pace to end by an august  pullou ,1
825,inpics  as the taliban take over afghanistan and decide to implement the sharia law also known as the islamic l ,1
826,gravitas  the taliban are reportedly killing women for cooking bad food and not wearing a burqa reports say a ,1
